##不要修改本文件
文件保存时间: 4/15/2008 2:25:30 AM

<line>
ID:l200804150129406448x1x0y2yu20080415012940129728922
CreateTime:20080415012940
LineTag:
Configure:WaveLength=632.8nm;ReTard=0.383;
X:1,0,
Y:2,u20080415012940129728922,name=相对值;rate=7.31250573329009E-02;changetype=1;
<data>:        磁感应强度(mT)     克尔转角(相对值)                   克尔转角(度)
               -999.4        -6.70646198421579E-02                     -0.917122287328228
               -799.75       -6.67357124370886E-02                     -0.912624411811059
               -599.8        -6.68363978730177E-02                     -0.914001305581831
               -399.725      -6.64143443705933E-02                     -0.908229638279022
               -198.65       -6.67869372107861E-02                     -0.913324920987609
               0.325         -6.63942996813944E-02                     -0.907955523086091
               198.45        -8.50077563833932E-02                     -1.16249832114861
               399.2         -0.109930086055577                        -1.50331623748508
               599.9         -0.110909429635205                        -1.51670895969751
               800.6         -0.111193249266125                        -1.52059025075247
               999.325       -0.11126301014149                         -1.52154424488129
               999.425       -0.110854317271774                        -1.51595528694236
               799.825       -0.11101765522778                         -1.51818896664072
               599.675       -0.109660912322807                        -1.49963523205975
               399.8         -0.109617522422304                        -1.49904186636425
               199.9         -0.109382989831757                        -1.49583458558935
               0.225         -0.108419882883903                        -1.48266390261169
               -198.75       -9.10609386624539E-02                     -1.24527681732816
               -399.3        -6.69301662001628E-02                     -0.915283606486134
               -599.7        -6.64867242723558E-02                     -0.909219448125364
               -800.55       -0.066944935581641                        -0.915485580775343
               -1000         -6.66881794403727E-02                     -0.911974388433989
</line>

<line>
ID:l200804150129407352x1x0y3yu20080415012940057400273
CreateTime:20080415012940
LineTag:
Configure:WaveLength=632.8nm;ReTard=0.383;
X:1,0,
Y:3,u20080415012940057400273,name=相对值;rate=7.31250573329009E-02;changetype=1;
<data>:        磁感应强度(mT)     克尔椭率(相对值)                   克尔椭率()
               -999.4        -0.299754719573647                        -4.09920662638277
               -799.75       -0.299361881856438                        -4.09383449087222
               -599.8        -0.2992800018438                          -4.09271476508157
               -399.725      -0.299576982038785                        -4.0967760295211
               -198.65       -0.299247047428583                        -4.09226410676528
               0.325         -0.299396252726659                        -4.09430451949817
               198.45        -0.29730844821218                         -4.06575336903584
               399.2         -0.296321432698038                        -4.05225573156187
               599.9         -0.296196393697919                        -4.05054579785817
               800.6         -0.295704428993054                        -4.04381808067327
               999.325       -0.296732610874754                        -4.05787867657843
               999.425       -0.298021682276019                        -4.07550698961205
